,MPr1,MPr2,MPr3,MPr4,MPr5,MPr6,MIn1,MIn2,MIn3,MIn4,MIn5,MIn6
DG(18:3/22:1),-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-0.613988492,0.373219813,-16.60964047,0.034285476,0.570535637,-16.60964047
DG(18:3/22:4),-16.60964047,-16.60964047,-1.39538952,1.484216389,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-1.394357333
DG(18:3/22:6),-16.60964047,0.336095121,1.165149818,-16.60964047,-16.60964047,0.279488384,2.054928042,-16.60964047,-16.60964047,-16.60964047,0.176957692,0.875000902
DG(20:0/20:0),-2.995651928,1.464483754,-16.60964047,3.291785293,-0.819221357,2.239589739,4.379181312,1.255816772,-16.60964047,-0.064455558,1.503751403,1.612373363
DG(20:0/20:1),-0.779564322,0.566200329,0.458966595,-0.059483528,-0.163739507,0.807312416,3.833129494,0.900145039,1.049394382,-0.045349314,0.340044281,1.239194463
DG(20:0/20:2),-1.160042946,-0.343445066,-0.367830924,2.175430814,-0.549929093,-0.926533154,3.274124432,2.053342322,0.629135414,0.663812502,1.013778939,-1.014665935
DG(20:0/20:3),-1.285681614,0.390368727,-2.028182229,0.824493719,-16.60964047,0.033094934,2.797790767,1.210440965,0.718556895,-0.359998581,2.769898926,1.145179172
DG(20:0/20:4),-0.979031188,0.88194485,1.623697448,1.687421938,-0.399083948,-0.492709606,5.508286164,0.448089123,0.214493565,0.252356611,3.642876712,1.322935755
DG(20:0/20:5),-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,3.693858245,-16.60964047,-16.60964047,-16.60964047,3.331163406,-16.60964047
DG(20:0/22:0),-16.60964047,-1.308948818,0.453691947,0.507363985,-0.767092002,-0.979852827,1.191088313,-0.719152651,-16.60964047,-2.292071558,-1.064851374,-0.831481762
DG(20:0/22:1),-0.553001231,-16.60964047,0.361462886,0.784115436,-16.60964047,-0.492581356,3.505193991,1.095904226,-16.60964047,0.297181587,0.064497116,0.565884433
DG(20:0/22:2),-1.801804444,-0.789937401,-0.509890073,-0.028938496,-16.60964047,0.349309502,3.804385078,0.774442672,0.028713226,-2.606749986,0.83434346,0.67347074
DG(20:0/22:4),-1.894608366,-1.381889961,0.849010643,-1.463709602,-0.371005363,0.576772586,1.413801627,1.3296161,0.176958622,0.053077982,3.173093291,1.33857876
DG(20:0/22:5),-0.098435082,1.562291883,0.76864008,2.39586593,0.048592387,2.307980857,3.63201578,1.845247546,2.455436282,0.658744192,3.799385931,2.556085713
DG(20:0/22:6),-1.023680199,0.719346003,1.79308044,3.680351958,-0.69246753,1.688968837,4.89639159,1.541481203,3.027054862,2.7355569,3.921372587,3.667989465
DG(20:1/20:1),-2.200373174,-1.13371624,0.283537475,-0.313098345,-1.692661446,-1.294611381,0.585130223,-0.672558002,-1.856517893,-1.425239182,-0.374995592,-0.384046084
DG(20:1/20:2),-16.60964047,0.615061239,-1.482301168,0.534249592,-16.60964047,0.08276588,0.396358725,0.555260314,-1.460095804,-0.002521378,-0.13975243,-0.030929651
DG(20:1/20:3),-1.888269754,0.623930712,-0.53791369,-0.257379593,-16.60964047,-0.59532196,0.085230865,0.720079473,-16.60964047,-0.963852258,-0.722369406,-0.998140592
DG(20:1/20:4),-1.444966658,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-0.417950516,-16.60964047,-16.60964047,-16.60964047,-16.60964047,0.838966036
DG(20:1/20:5),4.229870136,0.611170842,0.824500792,1.310699066,0.744941173,-0.672307164,-0.427173317,0.299106347,-16.60964047,0.637037139,-0.384452772,-0.280551801
DG(20:1/22:0),-3.124908783,-0.640997461,-0.654306005,-1.029643245,-16.60964047,-1.068871401,0.061728517,-0.938263202,-16.60964047,-0.368760109,-0.559210953,0.153498212
DG(20:1/22:1),-16.60964047,0.655726971,-0.460873222,0.660769298,-16.60964047,0.301561438,0.003298348,0.11141751,-16.60964047,0.045368458,0.313679817,-16.60964047
DG(20:1/22:2),-0.861691231,-0.910691883,-0.435948909,-0.740223087,-0.444673907,-0.578680349,0.246398124,0.486223915,-1.010646295,-1.493352155,-0.95514804,-0.254931861
DG(20:1/22:4),0.976292659,2.548838006,-0.115684563,0.095826454,-0.98292191,0.280879826,0.327899749,0.928627619,-16.60964047,-1.006891986,-0.638293115,1.178261896
DG(20:1/22:6),-1.716023047,0.01409191,0.540738754,1.306109531,-1.163865448,-0.143925524,-0.24236539,0.085667973,-16.60964047,-0.470704795,0.779150991,0.074897254
DG(20:2/20:2),-1.821347795,0.114457869,-0.425405723,-16.60964047,-0.304187301,-16.60964047,-0.639522452,3.547480663,-16.60964047,-16.60964047,-0.801915338,-16.60964047
DG(20:2/20:3),-16.60964047,-16.60964047,-16.60964047,-0.448397795,-16.60964047,-1.124334895,-1.118026589,1.769824696,-16.60964047,-0.37256703,-16.60964047,0.040907386
DG(20:2/20:4),-2.242400897,-0.826356452,-16.60964047,-16.60964047,-16.60964047,-1.436432642,-1.222918162,0.016923001,-16.60964047,-16.60964047,0.848820599,-0.161765051
DG(20:2/20:5),4.149658505,-16.60964047,-1.237768442,-1.820069693,2.361713123,-16.60964047,-0.901435072,0.111088976,-16.60964047,-16.60964047,-16.60964047,-16.60964047
DG(20:2/22:0),1.178657614,-0.464318165,-16.60964047,-16.60964047,-16.60964047,-0.504763366,-0.235320922,-16.60964047,-16.60964047,0.250733946,-16.60964047,-16.60964047
DG(20:2/22:1),-16.60964047,-0.71391292,-2.087700232,-1.249933594,-16.60964047,-0.789305197,-16.60964047,-16.60964047,-16.60964047,0.998735818,-0.045148495,-16.60964047
DG(20:2/22:2),-2.051964136,-0.313929855,-0.494942587,-0.335834028,-16.60964047,-1.061942492,-1.880713754,0.19939234,-1.451925088,-3.567315205,-1.158540673,-2.023206783
DG(20:2/22:4),2.888280398,-1.084664394,-0.851964963,0.81824323,1.440549551,0.340503136,-0.798095467,-0.624937973,-0.891453697,-2.425718916,-0.302443074,-1.675284819
DG(20:2/22:6),-1.621521617,-0.473925604,0.409026981,-0.668995426,-16.60964047,-0.215530669,-0.491594423,0.040690609,-16.60964047,0.689937722,0.071119284,-0.799547379
DG(20:3/20:3),0.928046412,-0.162885066,-16.60964047,-16.60964047,-0.878359161,-16.60964047,-16.60964047,1.936562082,-16.60964047,0.101845932,-16.60964047,-16.60964047
DG(20:3/20:4),-16.60964047,0.337479625,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-1.614678061,-0.027206028,-16.60964047,-16.60964047,2.452972288,-16.60964047
DG(20:3/20:5),-1.773070531,-16.60964047,0.573098864,-0.947139808,0.033449792,-16.60964047,-16.60964047,-0.141571115,-16.60964047,-0.887503144,-16.60964047,-0.102815403
DG(20:3/22:0),-2.385473649,-0.928870015,-2.371355221,-1.06521239,-16.60964047,0.260546988,-0.160553184,-1.515009782,-1.0558611,-0.808487375,-0.285608675,-0.718619805
DG(20:3/22:1),-16.60964047,-16.60964047,-16.60964047,-16.60964047,1.106060211,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-0.774706099
DG(20:3/22:2),-2.349875588,-0.564610379,0.096023955,-3.266139683,-16.60964047,-0.071977899,0.076314314,-0.379590055,-16.60964047,0.024962367,-1.868554711,-2.160207291
DG(20:3/22:4),-2.916421281,-1.557858462,-1.438131969,-1.201797812,-16.60964047,-16.60964047,-1.265489585,-0.314418169,-16.60964047,0.733287903,1.226895155,-16.60964047
DG(20:3/22:6),-1.560665807,-16.60964047,0.625490702,-1.710913457,-16.60964047,-1.237395639,-1.132884238,-0.461703544,-1.295046036,-0.651469829,0.176703116,0.267532463
DG(20:4/20:4),-1.611853345,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-0.270861553,-0.201493827,-16.60964047,-16.60964047,-2.238803412,0.879094338,-0.9479821
DG(20:4/20:5),-1.823871154,-16.60964047,-0.420821748,-0.532862394,-16.60964047,-0.585760255,-0.365043473,2.098324599,-16.60964047,-2.883215613,0.309592343,-0.94934409
DG(20:4/22:0),-2.151412851,-0.942555379,-0.62886646,-0.925760765,0.894771303,0.463027933,0.924382537,0.58825554,0.380806724,-0.932100845,0.031403529,-0.533430339
DG(20:4/22:1),-16.60964047,-16.60964047,-16.60964047,1.054728219,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,1.232200141
DG(20:4/22:2),-0.234304624,-0.501602119,-1.026477025,-0.998859867,-16.60964047,-0.648900086,-1.638128893,-1.637218015,-1.27581341,-1.165194578,-1.037044028,-0.20679105
DG(20:4/22:4),-1.595343892,0.123017912,0.494371719,-1.758686808,0.729343431,-0.229593647,-0.264264843,-0.60147883,0.539520616,-0.971019178,0.672823193,0.163701105
DG(20:4/22:6),-16.60964047,-16.60964047,0.621817279,0.803405892,-16.60964047,-16.60964047,0.314373326,0.385988587,-16.60964047,-1.636136999,0.921807124,-16.60964047
DG(20:5/20:5),-1.814584772,-2.836346629,-1.404140589,-1.482869115,-16.60964047,-0.830172413,-0.333498734,-0.338824857,-1.222285985,-3.607470175,-0.052750855,-0.691891024
DG(20:5/22:0),2.023314515,-16.60964047,-16.60964047,-0.127403269,0.146056576,0.013237863,-16.60964047,-16.60964047,-16.60964047,-16.60964047,0.95224363,-16.60964047
DG(20:5/22:1),0.627541534,-16.60964047,-16.60964047,-1.418770584,0.251241786,0.098112146,-16.60964047,-0.552899529,-16.60964047,-16.60964047,-16.60964047,-16.60964047
DG(20:5/22:2),-0.690757641,-0.715916719,-0.978897506,-1.806207903,-0.503459776,-1.085022645,-0.786308882,0.480320224,-0.950459817,-16.60964047,-0.592275691,-2.4083394
DG(20:5/22:4),-0.7059117,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,0.725392899,-16.60964047,-16.60964047,1.373073329,1.811983915,-16.60964047
DG(20:5/22:5),-0.150313427,2.300834739,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,1.367225346,-16.60964047,1.023410975
DG(20:5/22:6),-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-0.02864137,-0.395813897,0.246375621,-16.60964047,-0.507964433,-0.79251597
DG(22:0/22:0),-2.03277407,-0.483556922,-0.452312536,0.334962938,-16.60964047,-2.817470097,-0.948935321,0.327871685,-1.346151262,-2.532280087,-2.910901423,-3.744170291
DG(22:0/22:1),-0.582044405,0.900135498,-16.60964047,0.341886617,0.416896257,-0.608779568,-16.60964047,-0.559902241,-16.60964047,-16.60964047,0.207447035,-0.366739245
DG(22:0/22:2),-2.313734615,-0.645040906,-0.572614013,-0.321279122,-16.60964047,-0.796289293,-2.732240464,-0.668039876,-16.60964047,-1.722618443,-2.015848371,-1.318672409
DG(22:0/22:4),-0.678616689,0.056760382,-0.366718375,-0.602515382,-16.60964047,-0.147287166,-0.076671753,-0.231962076,0.051944203,-1.50126573,-0.412401151,-0.945083095
DG(22:0/22:6),-2.046618465,-0.616313995,-0.881147989,-0.687865034,-0.305584612,-0.09068764,1.507701157,-0.200287381,0.408024206,0.08833963,0.1301211,0.146796052
DG(22:1/22:1),-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,0.761293787,-16.60964047,0.816673268
DG(22:1/22:2),-16.60964047,-16.60964047,-16.60964047,-16.60964047,0.546849633,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047
DG(22:1/22:4),3.470468778,2.008569839,2.708331118,1.815680978,1.548187705,-16.60964047,-16.60964047,1.526495609,0.778376213,-0.998837535,-16.60964047,-16.60964047
DG(22:1/22:6),0.136562296,-16.60964047,-0.845071697,-16.60964047,0.264667448,-16.60964047,0.026612102,-16.60964047,-16.60964047,-16.60964047,-0.894799922,-16.60964047
DG(22:2/22:2),-0.691708792,2.56092627,1.437811876,1.443561772,-16.60964047,0.306428339,1.84186523,2.720774135,-16.60964047,0.641330842,1.565820474,2.106825129
DG(22:2/22:4),-1.660062382,1.482943964,-16.60964047,-0.653229099,-16.60964047,0.501666436,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047,-16.60964047
DG(22:2/22:6),-2.027399352,-0.591898214,-1.349050497,-1.826054203,-16.60964047,-1.629909574,-0.677500543,-1.237609952,-16.60964047,-16.60964047,0.340810293,-2.167752108
DG(22:4/22:4),-1.905131456,-16.60964047,-1.26007162,2.242711431,-0.932380374,-0.001204361,0.055112378,0.851032386,-16.60964047,1.372134504,1.058444735,-1.544435037
DG(22:4/22:6),-0.782405939,0.790963382,0.810420869,-1.484012492,0.789424126,-0.673748329,0.67740913,-0.125826903,0.920752111,-2.543946203,0.798899672,0.705365562
DG(22:6/22:6),-16.60964047,0.795028406,-1.012193742,-0.237226861,-16.60964047,-16.60964047,1.360160577,-16.60964047,-16.60964047,1.248962631,0.716077036,0.780448645
HexCer(d18:1/14:0),0.514712733,1.846402118,1.168680633,-1.234010116,-2.022911631,0.422423726,-0.667136493,-2.73072362,-3.841499435,-1.918866575,-3.007756197,-3.501396073
HexCer(d18:1/16:0),5.082868332,5.718325773,6.010828255,3.423766537,2.407397626,4.8093787,4.774480694,2.490623465,2.033179039,2.972645861,2.722061926,0.683230992
HexCer(d18:1/18:0),2.279646324,3.456658261,3.71235846,1.76097125,-0.625395747,3.055032418,0.645396368,1.48102412,-1.099052668,-0.610732381,-0.52079561,-3.496741858
HexCer(d18:1/18:1),-3.404017265,-1.606034637,-1.703315181,-4.176719107,-5.670804689,-2.068819504,-4.033444766,-4.69662386,-6.715691014,-5.468269252,-4.597161504,-6.277378977
HexCer(d18:1/20:0),-0.087769079,-0.529653043,0.122378042,-2.113841729,-2.299975518,0.568541644,-0.539613602,-2.192310853,-3.343182749,-3.028354176,-2.078833361,-5.403658014
HexCer(d18:1/22:0),1.576656304,2.521710824,2.716362625,-0.107864898,0.250258658,2.684116716,1.598747192,0.633526421,-0.246376798,0.001492887,0.847017392,-1.834500767
LacCer(d18:1/14:0),-0.942017514,-0.728835955,-1.169523284,-3.185362221,-4.636640197,-0.652244084,-0.539075265,-3.275804282,-4.5756713,-0.404085542,-0.089077504,-0.755823552
LacCer(d18:1/16:0),3.029397258,3.257132627,3.135442433,1.494335815,-0.963084976,2.634856642,4.921793122,2.078791863,1.32574964,4.290445192,5.407017313,3.600548252
LacCer(d18:1/18:0),-0.499420604,-0.291621219,-0.386314281,-1.419791845,-3.849927168,-0.473631916,0.266999266,-0.953744079,-2.725275023,-0.314849096,1.958862969,-1.304619067
LacCer(d18:1/18:1),-4.733584113,-4.056374876,-2.843978178,-5.204459433,-4.972779578,-3.165450006,-2.73472385,-4.111461599,-6.298364887,-2.58318986,-2.161338526,-2.263035523
LacCer(d18:1/20:0),-4.352372773,-3.816523842,-4.213337294,-4.282413961,-4.740151387,-3.075246113,-0.553040859,-3.891338534,-5.572889556,-2.45622561,-0.325060285,-2.654787611
LacCer(d18:1/22:0),-2.748110628,-1.267441393,-1.236474262,-3.124177545,-4.730759791,-1.67617038,1.146431657,-1.961255146,-3.499612883,0.468962632,2.70168647,-0.032827797
LPC(14:0),-1.158505489,-0.967407251,-2.025198456,-5.047164585,1.835056326,-16.60964047,-2.7829794,-4.800396473,-16.60964047,-4.476184963,-4.027082143,-1.071453592
LPC(14:1),-3.699734343,-2.70205988,-16.60964047,-16.60964047,-3.100054267,-16.60964047,-3.626435857,-16.60964047,-4.172209768,-4.553036998,-5.029355946,-0.55151319
LPC(16:0),3.529661689,2.980446724,2.859886036,2.256637148,4.845208147,2.661888445,3.097483876,2.091647699,2.824442257,2.097171871,2.780321349,1.694380449
LPC(16:1),2.875105093,1.949743774,2.74968881,2.001095996,3.168657913,1.276639431,1.390078013,-0.049752251,0.014618664,2.943441706,0.257497124,0.444433658
LPC(18:0),1.692139936,1.88390562,2.676741001,1.504528992,2.266886761,2.651968585,3.7096881,2.759999396,5.003108935,2.575133868,4.861397977,1.273211253
LPC(18:1),5.217572609,6.39716189,6.419604236,5.371492107,5.415687115,5.846421049,5.814372802,5.215832864,4.216829772,5.937103633,6.378914918,5.364609272
LPC(18:2),1.096885289,0.727136425,1.118325841,1.086694593,1.288524347,0.799726002,0.686360345,0.039071161,0.632725168,1.141521451,1.72812163,0.282112103
LPC(18:3),-4.19628744,-2.589194694,-3.416323032,-3.28413388,-3.388075042,-3.333425802,-3.98716369,-4.1195273,-3.894628943,-2.089414206,-3.274982652,-4.024138731
LPC(20:0),-2.902220437,1.344586863,1.325209004,0.064218489,-1.975428993,0.959708461,1.357577673,0.422072363,-0.070836138,0.862529481,1.082487277,-0.317483585
LPC(20:1),1.547476195,1.881663769,1.984563402,1.088703583,0.585746779,1.374153065,2.050523048,1.728442529,1.062337395,1.692847741,1.29218945,0.094889222
LPC(20:2),-1.244753913,-0.64973379,-0.483628172,0.716712108,0.314135639,-0.470099963,1.302055756,0.185346542,-1.084517052,0.71538742,0.404531223,-0.041089701
LPC(20:3),-0.871021649,0.284810561,0.172046043,1.517234216,0.769906216,0.5167247,2.140590665,0.38680139,-0.253730917,2.471913257,2.757337491,1.827828885
LPC(20:4),-0.757266145,1.284796743,0.801590075,1.051279284,0.803233121,1.618897453,2.101446666,0.692351781,-0.470317041,2.708917241,4.499629484,2.614919892
LPC(20:5),-3.837537598,-1.918121009,-3.065993887,-1.946443512,-3.806779128,-1.468194839,-1.754541221,-3.560354856,-3.723028924,-0.712385197,-0.750953822,-1.260612814
LPC(22:0),-3.338565238,1.337606492,1.178195987,-0.579477208,-2.68756023,0.411771792,0.717856827,0.380541373,-1.150171367,0.263069819,1.084775964,0.086197246
LPC(22:1),-1.923357862,2.143890781,1.721250501,0.196964149,-2.273983582,0.716963725,1.092316851,1.18509007,-1.424189845,0.671738407,0.634860049,-0.489013141
LPC(22:2),-3.267698412,-1.303267844,-1.424979751,-1.79948383,-2.770167496,-2.056451975,-1.187729529,-0.559691408,-16.60964047,-1.507766359,-0.492990186,-1.343927444
LPC(22:4),-3.45211694,-0.75074381,-1.301914169,-2.054497901,-1.491311891,-1.891413861,-0.065257182,-1.14628861,-2.595016037,-0.637776589,3.308427316,0.177008893
LPC(22:5),-1.696236115,-0.090591328,0.488385007,-1.487630596,-0.545925057,0.285686387,0.69367971,-0.576252059,-1.828320379,0.407731715,3.008393681,1.207914714
LPC(22:6),-2.996893474,-0.390295109,-0.984640689,-0.449903622,-0.594815408,-0.541717915,0.516232772,-0.764184886,-2.148661472,0.898470747,1.217058003,-0.314422151
LPE(14:0),-3.069355289,-3.461162462,-3.719433207,-5.525497926,-3.239749971,-4.645638658,-5.262119423,-5.270928545,-16.60964047,-5.910222796,-3.785680533,-16.60964047
LPE(14:1),-4.722311851,-4.040808831,-4.941196297,-6.96870238,-6.07898971,-16.60964047,-6.022570793,-5.798002395,-16.60964047,-16.60964047,-6.057417317,-5.457282485
LPE(16:0),1.63163962,1.044212583,0.35055662,-0.668641471,0.232915514,1.793044417,-0.527564081,-0.643975654,-1.137171203,-1.398527921,-0.18060981,-2.211465096
LPE(16:1),0.993715932,3.539129402,2.753073136,0.469275798,-0.3290439,1.47128748,-1.76375478,0.816397352,-2.261495207,-0.450030612,-0.53601512,-1.245321246
LPE(18:0),0.47470525,1.800635529,1.125165023,0.474905976,0.388025434,0.904028165,0.314445473,1.553000937,1.973477065,-0.162378821,1.07531358,-0.515028417
LPE(18:1),5.333948122,5.256097895,5.746401208,4.352990743,2.442305998,4.681316667,3.075498301,4.393695831,3.278119741,3.303729722,3.019503095,3.06405256
LPE(18:2),1.441025648,2.384813975,2.293500027,0.978386687,-1.594816922,1.215005183,-0.918227673,0.544794431,-0.025083331,-0.342714346,-0.712375876,-0.594815438
LPE(18:3),-4.218514572,-2.753927647,-3.554018354,-2.617274215,-5.273114054,-3.586969831,-4.447152938,-4.116435435,-4.49717777,-3.725438984,-4.804397522,-5.135693028
LPE(20:0),-3.701337443,-1.686056296,-2.188365989,-2.643393592,-5.4859082,-3.221232907,-2.12274747,-1.898154484,-2.839054964,-2.464943616,-2.239359237,-2.265911324
LPE(20:1),1.343874139,1.982437031,2.585824608,1.345278155,-2.613022512,1.44130097,2.42043563,2.358803959,0.105990654,1.53131566,0.555243876,-0.105371647
LPE(20:2),0.041831009,0.468675511,0.634633113,2.053031451,-2.111039841,0.273105418,0.842654228,2.227229975,-1.114405055,0.718513627,-0.519458999,-0.549515925
LPE(20:3),1.940053895,2.778893334,2.923261668,4.481124665,-0.214673407,3.423404303,2.820288012,3.709940547,1.86181886,2.692835889,1.379995232,1.856327386
LPE(20:4),3.370848563,4.200325387,4.099982736,4.350235618,1.600826908,5.381725938,3.789094044,3.928096661,3.22622206,3.8965486,5.237645634,4.382564282
LPE(20:5),-1.165483755,-0.619116218,-0.904952705,-0.438106134,-4.694203605,1.023399065,-0.658913113,-1.06150814,-0.959709256,-0.395814915,-0.778469561,-1.073866596
LPE(22:0),-2.136992112,-0.186262842,-0.466371791,-0.428989328,-5.279674487,-2.438678822,-1.979644318,-1.245382972,-2.134594691,-1.062163431,-1.642828433,-2.334657522
LPE(22:1),-0.256304938,0.705614864,0.910146519,-0.557046568,-4.555348435,-0.913300005,1.231039047,0.613942432,-1.273518946,0.910069253,-0.569123351,-0.917578931
